Package,Dataset,Topic,Rows,Cols
unmarked,cruz,Landscape data for Santa Cruz Island,2787,5
unmarked,crossbill,Detection/non-detection data on the European crossbill (_Loxia curvirostra_),267,58
unmarked,catbird.bin (birds),BBS Point Count and Occurrence Data from 2 Bird Species,50,11
unmarked,catbird (birds),BBS Point Count and Occurrence Data from 2 Bird Species,50,11
unmarked,Switzerland,Swiss landscape data,42275,5
UScensus2000blkgrp,wyoming.blkgrp,wyoming.blkgrp,401,90
UScensus2000blkgrp,wisconsin.blkgrp,wisconsin.blkgrp,4378,90
UScensus2000blkgrp,west_virginia.blkgrp,west_virginia.blkgrp,1588,90
UScensus2000blkgrp,washington.blkgrp,washington.blkgrp,4835,90
UScensus2000blkgrp,virginia.blkgrp,virginia.blkgrp,4744,90
UScensus2000blkgrp,vermont.blkgrp,vermont.blkgrp,530,90
UScensus2000blkgrp,utah.blkgrp,utah.blkgrp,1484,90
UScensus2000blkgrp,texas.blkgrp,texas.blkgrp,14482,90
UScensus2000blkgrp,tennessee.blkgrp,tennessee.blkgrp,4017,90
UScensus2000blkgrp,south_dakota.blkgrp,south_dakota.blkgrp,689,90
UScensus2000blkgrp,south_carolina.blkgrp,south_carolina.blkgrp,2861,90
UScensus2000blkgrp,rhode_island.blkgrp,rhode_island.blkgrp,820,90
UScensus2000blkgrp,pennsylvania.blkgrp,pennsylvania.blkgrp,10406,90
UScensus2000blkgrp,oregon.blkgrp,oregon.blkgrp,2491,90
UScensus2000blkgrp,oklahoma.blkgrp,oklahoma.blkgrp,2904,90
UScensus2000blkgrp,ohio.blkgrp,ohio.blkgrp,9352,90
UScensus2000blkgrp,north_dakota.blkgrp,north_dakota.blkgrp,639,90
UScensus2000blkgrp,north_carolina.blkgrp,north_carolina.blkgrp,5266,90
UScensus2000blkgrp,new_york.blkgrp,new_york.blkgrp,15078,90
UScensus2000blkgrp,new_mexico.blkgrp,new_mexico.blkgrp,1421,90
UScensus2000blkgrp,new_jersey.blkgrp,new_jersey.blkgrp,6507,90
UScensus2000blkgrp,new_hampshire.blkgrp,new_hampshire.blkgrp,873,90
UScensus2000blkgrp,nevada.blkgrp,nevada.blkgrp,1247,90
UScensus2000blkgrp,nebraska.blkgrp,nebraska.blkgrp,1593,90
UScensus2000blkgrp,montana.blkgrp,montana.blkgrp,877,90
UScensus2000blkgrp,missouri.blkgrp,missouri.blkgrp,4540,90
UScensus2000blkgrp,mississippi.blkgrp,mississippi.blkgrp,2154,90
UScensus2000blkgrp,minnesota.blkgrp,minnesota.blkgrp,4082,90
UScensus2000blkgrp,michigan.blkgrp,michigan.blkgrp,8411,90
UScensus2000blkgrp,massachusetts.blkgrp,massachusetts.blkgrp,5054,90
UScensus2000blkgrp,maryland.blkgrp,maryland.blkgrp,3679,90
UScensus2000blkgrp,maine.blkgrp,maine.blkgrp,1147,90
UScensus2000blkgrp,louisiana.blkgrp,louisiana.blkgrp,3511,90
UScensus2000blkgrp,kentucky.blkgrp,kentucky.blkgrp,3157,90
UScensus2000blkgrp,kansas.blkgrp,kansas.blkgrp,2300,90
UScensus2000blkgrp,iowa.blkgrp,iowa.blkgrp,2635,90
UScensus2000blkgrp,indiana.blkgrp,indiana.blkgrp,4797,90
UScensus2000blkgrp,illinois.blkgrp,illinois.blkgrp,9850,90
UScensus2000blkgrp,idaho.blkgrp,idaho.blkgrp,954,90
UScensus2000blkgrp,hawaii.blkgrp,hawaii.blkgrp,662,90
UScensus2000blkgrp,georgia.blkgrp,georgia.blkgrp,4795,90
UScensus2000blkgrp,florida.blkgrp,florida.blkgrp,9125,90
UScensus2000blkgrp,district_of_columbia.blkgrp,district_of_columbia.blkgrp,433,90
UScensus2000blkgrp,delaware.blkgrp,delaware.blkgrp,506,90
UScensus2000blkgrp,connecticut.blkgrp,connecticut.blkgrp,2621,90
UScensus2000blkgrp,colorado.blkgrp,colorado.blkgrp,3286,90
UScensus2000blkgrp,california.blkgrp,california.blkgrp,22195,90
UScensus2000blkgrp,arkansas.blkgrp,arkansas.blkgrp,2136,90
UScensus2000blkgrp,arizona.blkgrp,arizona.blkgrp,3571,90
UScensus2000blkgrp,alaska.blkgrp,alaska.blkgrp,616,90
UScensus2000blkgrp,alabama.blkgrp,alabama.blkgrp,3333,90
UScensus2000cdp,wyoming.cdp,wyoming.cdp,249,90
UScensus2000cdp,wisconsin.cdp,wisconsin.cdp,718,90
UScensus2000cdp,west_virginia.cdp,west_virginia.cdp,299,90
UScensus2000cdp,washington.cdp,washington.cdp,629,90
UScensus2000cdp,virginia.cdp,virginia.cdp,372,90
UScensus2000cdp,vermont.cdp,vermont.cdp,67,90
UScensus2000cdp,utah.cdp,utah.cdp,301,90
UScensus2000cdp,texas.cdp,texas.cdp,1624,90
UScensus2000cdp,tennessee.cdp,tennessee.cdp,415,90
UScensus2000cdp,south_dakota.cdp,south_dakota.cdp,373,90
UScensus2000cdp,south_carolina.cdp,south_carolina.cdp,423,90
UScensus2000cdp,rhode_island.cdp,rhode_island.cdp,28,90
UScensus2000cdp,pennsylvania.cdp,pennsylvania.cdp,1414,90
UScensus2000cdp,oregon.cdp,oregon.cdp,352,90
UScensus2000cdp,oklahoma.cdp,oklahoma.cdp,831,90
UScensus2000cdp,ohio.cdp,ohio.cdp,1096,90
UScensus2000cdp,north_dakota.cdp,north_dakota.cdp,384,90
UScensus2000cdp,north_carolina.cdp,north_carolina.cdp,1137,90
UScensus2000cdp,new_york.cdp,new_york.cdp,1072,90
UScensus2000cdp,new_mexico.cdp,new_mexico.cdp,254,90
UScensus2000cdp,new_jersey.cdp,new_jersey.cdp,507,90
UScensus2000cdp,new_hampshire.cdp,new_hampshire.cdp,60,90
UScensus2000cdp,nevada.cdp,nevada.cdp,76,90
UScensus2000cdp,nebraska.cdp,nebraska.cdp,551,90
UScensus2000cdp,montana.cdp,montana.cdp,297,90
UScensus2000cdp,missouri.cdp,missouri.cdp,1022,90
UScensus2000cdp,mississippi.cdp,mississippi.cdp,337,90
UScensus2000cdp,minnesota.cdp,minnesota.cdp,926,90
UScensus2000cdp,michigan.cdp,michigan.cdp,664,90
UScensus2000cdp,massachusetts.cdp,massachusetts.cdp,236,90
UScensus2000cdp,maryland.cdp,maryland.cdp,380,90
UScensus2000cdp,maine.cdp,maine.cdp,114,90
UScensus2000cdp,louisiana.cdp,louisiana.cdp,431,90
UScensus2000cdp,kentucky.cdp,kentucky.cdp,482,90
UScensus2000cdp,kansas.cdp,kansas.cdp,919,90
UScensus2000cdp,iowa.cdp,iowa.cdp,980,90
UScensus2000cdp,indiana.cdp,indiana.cdp,663,90
UScensus2000cdp,illinois.cdp,illinois.cdp,1503,90
UScensus2000cdp,idaho.cdp,idaho.cdp,218,90
UScensus2000cdp,hawaii.cdp,hawaii.cdp,137,90
UScensus2000cdp,georgia.cdp,georgia.cdp,735,90
UScensus2000cdp,florida.cdp,florida.cdp,1058,90
UScensus2000cdp,district_of_columbia.cdp,district_of_columbia.cdp,1,90
UScensus2000cdp,delaware.cdp,delaware.cdp,79,90
UScensus2000cdp,connecticut.cdp,connecticut.cdp,120,90
UScensus2000cdp,colorado.cdp,colorado.cdp,441,90
UScensus2000cdp,california.cdp,california.cdp,1229,90
UScensus2000cdp,arkansas.cdp,arkansas.cdp,558,90
UScensus2000cdp,arizona.cdp,arizona.cdp,278,90
UScensus2000cdp,alaska.cdp,alaska.cdp,364,90
UScensus2000cdp,alabama.cdp,alabama.cdp,664,90
UScensus2000tract,wyoming.tract,wyoming.tract,129,89
UScensus2000tract,wisconsin.tract,wisconsin.tract,1324,89
UScensus2000tract,west_virginia.tract,west_virginia.tract,466,89
UScensus2000tract,washington.tract,washington.tract,1327,89
UScensus2000tract,virginia.tract,virginia.tract,1539,89
UScensus2000tract,vermont.tract,vermont.tract,179,89
UScensus2000tract,utah.tract,utah.tract,497,89
UScensus2000tract,texas.tract,texas.tract,4404,89
UScensus2000tract,tennessee.tract,tennessee.tract,1266,89
UScensus2000tract,south_dakota.tract,south_dakota.tract,236,89
UScensus2000tract,south_carolina.tract,south_carolina.tract,868,89
UScensus2000tract,rhode_island.tract,rhode_island.tract,236,89
UScensus2000tract,pennsylvania.tract,pennsylvania.tract,3147,89
UScensus2000tract,oregon.tract,oregon.tract,755,89
UScensus2000tract,oklahoma.tract,oklahoma.tract,990,89
UScensus2000tract,ohio.tract,ohio.tract,2941,89
UScensus2000tract,north_dakota.tract,north_dakota.tract,235,89
UScensus2000tract,north_carolina.tract,north_carolina.tract,1558,89
UScensus2000tract,new_york.tract,new_york.tract,4908,89
UScensus2000tract,new_mexico.tract,new_mexico.tract,460,89
UScensus2000tract,new_jersey.tract,new_jersey.tract,1947,89
UScensus2000tract,new_hampshire.tract,new_hampshire.tract,272,89
UScensus2000tract,nevada.tract,nevada.tract,489,89
UScensus2000tract,nebraska.tract,nebraska.tract,505,89
UScensus2000tract,montana.tract,montana.tract,276,89
UScensus2000tract,missouri.tract,missouri.tract,1320,89
UScensus2000tract,mississippi.tract,mississippi.tract,609,89
UScensus2000tract,minnesota.tract,minnesota.tract,1301,89
UScensus2000tract,michigan.tract,michigan.tract,2721,89
UScensus2000tract,massachusetts.tract,massachusetts.tract,1364,89
UScensus2000tract,maryland.tract,maryland.tract,1219,89
UScensus2000tract,maine.tract,maine.tract,361,89
UScensus2000tract,louisiana.tract,louisiana.tract,1112,89
UScensus2000tract,kentucky.tract,kentucky.tract,995,89
UScensus2000tract,kansas.tract,kansas.tract,727,89
UScensus2000tract,iowa.tract,iowa.tract,794,89
UScensus2000tract,indiana.tract,indiana.tract,1412,89
UScensus2000tract,illinois.tract,illinois.tract,2966,89
UScensus2000tract,idaho.tract,idaho.tract,280,89
UScensus2000tract,hawaii.tract,hawaii.tract,304,89
UScensus2000tract,georgia.tract,georgia.tract,1624,89
UScensus2000tract,florida.tract,florida.tract,3168,89
UScensus2000tract,district_of_columbia.tract,district_of_columbia.tract,188,89
UScensus2000tract,delaware.tract,delaware.tract,201,89
UScensus2000tract,connecticut.tract,connecticut.tract,815,89
UScensus2000tract,colorado.tract,colorado.tract,1072,89
UScensus2000tract,california.tract,california.tract,7115,89
UScensus2000tract,arkansas.tract,arkansas.tract,624,89
UScensus2000tract,arizona.tract,arizona.tract,1108,89
UScensus2000tract,alaska.tract,alaska.tract,241,89
UScensus2000tract,alabama.tract,alabama.tract,1082,89
VBmix,pendat (VBmix),pendat,2000,16
VBmix,irisdata (VBmix),irisdata,150,4
VBmix,handdat (VBmix),handdat,300,717
vcd,Arthritis,Arthritis Treatment Data,84,5
vcd,Baseball,Baseball Data,322,25
vcd,BrokenMarriage,Broken Marriage Data,20,4
vcd,Bundesliga,Ergebnisse der Fussball-Bundesliga,14018,7
vcd,Bundestag2005,Votes in German Bundestag Election 2005,16,5
vcd,Butterfly,Butterfly Species in Malaya,24,NA
vcd,CoalMiners,Breathlessness and Wheeze in Coal Miners,2,2
vcd,DanishWelfare,Danish Welfare Study Data,180,5
vcd,Employment,Employment Status,2,6
vcd,Federalist,'May' in Federalist Papers,7,NA
vcd,Hitters,Hitters Data,322,20
vcd,HorseKicks,Death by Horse Kicks,5,NA
vcd,Hospital,Hospital data,3,3
vcd,JobSatisfaction,Job Satisfaction Data,8,4
vcd,JointSports,Opinions About Joint Sports,40,5
vcd,Lifeboats,Lifeboats on the Titanic,18,8
vcd,NonResponse,Non-Response Survey Data,12,4
vcd,OvaryCancer,Ovary Cancer Data,16,5
vcd,PreSex,Pre-marital Sex and Divorce,2,2
vcd,Punishment,Corporal Punishment Data,36,5
vcd,RepVict,Repeat Victimization Data,8,8
vcd,Saxony,Families in Saxony,13,NA
vcd,SexualFun,Sex is Fun,4,4
vcd,SpaceShuttle,Space Shuttle O-ring Failures,24,6
vcd,Suicide,Suicide Rates in Germany,306,6
vcd,Trucks,Truck Accidents Data,24,5
vcd,UKSoccer,UK Soccer Scores,5,5
vcd,VisualAcuity,Visual Acuity in Left and Right Eyes,32,4
vcd,VonBort,Von Bortkiewicz Horse Kicks Data,280,4
vcd,WeldonDice,Weldon's Dice Data,11,NA
vcd,WomenQueue,Women in Queues,11,NA
vcdExtra,Yamaguchi87,Occupational Mobility in Three Countries,75,4
vcdExtra,Vietnam,Student Opinion About the War in Vietnam,40,4
vcdExtra,TV,TV Viewing Data,5,11
vcdExtra,Mobility,Social Mobility data,5,5
vcdExtra,Mental,Mental impariment and parents SES,24,3
vcdExtra,Mammograms,Mammogram Ratings,4,4
vcdExtra,JobSat,Cross-classification of job satisfaction by income,4,4
vcdExtra,ICU,Death in the ICU,200,21
vcdExtra,Hoyt,Minnesota High School Graduates,4,3
vcdExtra,Heckman,Labour Force Participation of Married Women 1967-1971,2,2
vcdExtra,Heart,"Sex, Occupation and Heart Disease",2,2
vcdExtra,Hauser79,Hauser (1979) Data on Social Mobility,25,3
vcdExtra,Gilby,Clothing and Intelligence Rating of Children,6,4
vcdExtra,GSS,General Social Survey- Sex and Party affiliation,6,3
vcdExtra,Fungicide,Carcinogenic Effects of a Fungicide,2,2
vcdExtra,Dyke,Sources of knowledge of cancer,2,2
vcdExtra,Detergent,Detergent preference data,2,2
vcdExtra,DaytonSurvey,Dayton Student Survey on Substance Use,32,6
vcdExtra,Cancer,Survival of Breast Cancer Patients,2,2
vcdExtra,Caesar,Risk Factors for Infection in Caesarian Births,3,2
vcdExtra,Bartlett,Bartlett data on plum root cuttings,2,2
vcdExtra,Alligator,Alligator Food Choice,80,5
vcdExtra,Abortion,Abortion Opinion Data,2,2
VecStatGraphs3D,XYZcoor,GPS Data Set,52,6
vegan,varespec,Vegetation and environment in lichen pastures,24,44
vegan,varechem,Vegetation and environment in lichen pastures,24,14
vegan,sipoo,Birds in the Archipelago of Sipoo (Sibbo),18,50
vegan,pyrifos,Response of Aquatic Invertebrates to Insecticide Treatment,132,178
vegan,mite.xy,Oribatid Mite Data with Explanatory Variables,70,2
vegan,mite.pcnm,Oribatid Mite Data with Explanatory Variables,70,22
vegan,mite.env,Oribatid Mite Data with Explanatory Variables,70,5
vegan,mite,Oribatid Mite Data with Explanatory Variables,70,35
vegan,dune.taxon,Taxonomic Classification of Dune Meadow Species,30,5
vegan,dune.env,Vegetation and Environment in Dutch Dune Meadows.,20,5
vegan,dune,Vegetation and Environment in Dutch Dune Meadows.,20,30
vegan,BCI,Barro Colorado Island Tree Counts,50,225
vegclust,wetland,Wetland vegetation data set,41,33
vegetarian,simesants,Harvard Forest Simes Tract Ant Community Data,5,23
VIM,tao,Tropical Atmosphere Ocean (TAO) project data,736,8
VIM,sleep,Mammal sleep data,62,10
VIM,chorizonDL,C-horizon of the Kola data with missing values,606,110
VIM,SBS5242,Synthetic subset of the Austrian structural business statistics data,262,9
waterfall,rasiel,Sample Financial Data,5,3
waterfall,jaquith,Sample Business-Adjusted Risk Data,9,2
WaveCD,arrayCGH,A real array-CGH data,1040,2
wavethresh,teddy,Picture of a teddy bear's picnic.,512,512
wavethresh,lennon,John Lennon image.,256,256
wikibooks,cms,Dataset of an assessment instrument,620,2
wikibooks,bsp4,Datatable of Example 4,7,4
wikibooks,bsp3,Datatable of Example 3,14,2
wikibooks,bsp2,Datatable of Example 2,20,2
wikibooks,bsp1,Datatable of Example 1,10,4
wikibooks,Mikrolagerung,pressure at sacral-bone: 30 degree vs. micro-positioning,98,21
wikibooks,Essen.Zeit,How long does it take to give food in nursing home,63,22
wikibooks,Bundesliga,Results and fixtures of the german football-league \Bundesliga\,13406,10
wild1,xyt.elk,Locations of an elk,2493,3
wild1,xy.elk,Locations of an elk,2444,2
wild1,wica.bdy,National Park Boundary,1,6
wild1,coyote.mort,Survival records for coyotes,97,9
wle,xdata (selection),Selection's Data,60,2
wle,x.hald (hald),Hald Data,13,4
wle,x.artificial (artificial),"Hawkins, Bradu, Kass's Artificial Data",75,3
wle,hald,Hald Data,13,5
wle,artificial,"Hawkins, Bradu, Kass's Artificial Data",75,4
WMBrukerParser,tofListMetaData (tofListMetaDataRun2),Parsed TOF-MS Meta-Data,2,61
xgobi,morsecodes.row (morsecodes),Rothkopf Morse Code Data,36,2
xgobi,morsecodes.raw (morsecodes),Rothkopf Morse Code Data,36,36
xgobi,morsecodes.pos (morsecodes),Rothkopf Morse Code Data,36,12
xgobi,morsecodes.lines (morsecodes),Rothkopf Morse Code Data,33,2
xgobi,morsecodes.dist (morsecodes),Rothkopf Morse Code Data,36,36
xgobi,laser,Bellcore Experimental Laser Data,64,4
xgobi,PaulKAI,Occurences of \kai\ in 10 Epistels of Apostel Paul,10,4
xts,sample_matrix,Sample Data Matrix For xts Example and Unit Testing,180,4
YieldCurve,FedYieldCurve,Federal Reserve interest rates,330,6
YieldCurve,ECBYieldCurve,"Yield curve data spot rate, AAA-rated bonds, maturities from 3 months to 30 years",655,32
Zelig,MatchIt.url,Table of links for Zelig,2,2
Zelig,PErisk,Political Economic Risk Data from 62 Countries in 1987,62,6
Zelig,SupremeCourt,U.S. Supreme Court Vote Matrix,43,9
Zelig,Weimar,1932 Weimar election data,10,11
Zelig,Zelig.url,Table of links for Zelig,49,2
Zelig,approval,U.S. Presidential Approval Data,65,8
Zelig,bivariate,Sample data for bivariate probit regression,78,6
Zelig,coalition,Coalition Dissolution in Parliamentary Democracies,314,7
Zelig,coalition2,"Coalition Dissolution in Parliamentary Democracies, Modified Version",314,8
Zelig,eidat,Simulation Data for Ecological Inference,10,4
Zelig,free1,Freedom of Speech Data,450,11
Zelig,free2,Freedom of Speech Data,450,11
Zelig,friendship,Simulated Example of Schoolchildren Friendship Network,0,7
Zelig,grunfeld,Simulation Data for model Seemingly Unrelated Regression (sur) that corresponds to method SUR of systemfit,20,7
Zelig,hoff,Social Security Expenditure Data,36,5
Zelig,homerun,Sample Data on Home Runs Hit By Mark McGwire and Sammy Sosa in 1998.,314,5
Zelig,immi1,Individual Preferences Over Immigration Policy,2485,5
Zelig,immi2,Individual Preferences Over Immigration Policy,2485,5
Zelig,immi3,Individual Preferences Over Immigration Policy,2485,5
Zelig,immi4,Individual Preferences Over Immigration Policy,2485,5
Zelig,immi5,Individual Preferences Over Immigration Policy,2485,5
Zelig,immigration,Individual Preferences Over Immigration Policy,2485,5
Zelig,klein,Simulation Data for model Two-Stage Least Square (twosls) that corresponds to method 2SLS of systemfit,21,14
Zelig,kmenta,Simulation Data for model Three-Stage Least Square (threesls) that corresponds to method 3SLS of systemfit,20,5
Zelig,macro,Macroeconomic Data,350,6
Zelig,mexico,Voting Data from the 1988 Mexican Presidental Election,1359,33
Zelig,mid,Militarized Interstate Disputes,3126,7
Zelig,newpainters,The Discretized Painter's Data of de Piles,54,4
Zelig,sanction,Multilateral Economic Sanctions,78,8
Zelig,seatshare,Left Party Seat Share in 11 OECD Countries,384,4
Zelig,sna.ex,Simulated Example of Social Network Data,0,5
Zelig,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6
Zelig,tobin,Tobin's Tobit Data,20,3
Zelig,turnout,Turnout Data Set from the National Election Survey,2000,5
Zelig,voteincome,Sample Turnout and Demographic Data from the 2000 Current Population Survey,1500,7
